,sentence,label
7263,"at the very least , if you don't know anything about derrida when you walk into the theater , you won't know much more when you leave . ",0
7949,the movie has very little to offer besides unintentional laughs . ,0
8814,"bread , my sweet has so many flaws it would be easy for critics to shred it . it may even fall into the category of films you love to hate . i admit it , i hate to like it . ",0
8782,"with lines that feel like long soliloquies -- even as they are being framed in conversation -- max is static , stilted . ",0
3836,"the graphic carnage and re-creation of war-torn croatia is uncomfortably timely , relevant , and sickeningly real . ",1
5098,that death is merely a transition is a common tenet in the world's religions . this deeply spiritual film taps into the meaning and consolation in afterlife communications . ,1
3690,bolstered by exceptional performances and a clear-eyed take on the economics of dealing and the pathology of ghetto fabulousness . ,1
2910,"the quiet american isn't a bad film , it's just one that could easily wait for your pay per view dollar . ",1
1641," . . . very funny , very enjoyable . . . ",1
9983,"starts out strongly before quickly losing its focus , point and purpose in a mess of mixed messages , over-blown drama and bruce willis with a scar . ",0
1035,a comic gem with some serious sparkles . ,1
6962,does little more than play an innocuous game of fill-in- the-blanks with a tragic past . ,0
6815,feels less like a cousin to blade runner than like a bottom-feeder sequel in the escape from new york series . ,0
3791,"a burst of color , music , and dance that only the most practiced curmudgeon could fail to crack a smile at . ",1
2040," . . . once the true impact of the day unfolds , the power of this movie is undeniable . ",1
5714,gets better after foster leaves that little room . ,0
656,binoche and magimel are perfect in these roles . ,1
10613,the plot is paper-thin and the characters aren't interesting enough to watch them go about their daily activities for two whole hours . ,0
2207,life on the rez is no picnic : this picture shows you why . ,1
7317,exists then as an occasionally insightful acting exercise . ,0
3376,"by and large this is mr . kilmer's movie , and it's his strongest performance since the doors . ",1
3599,it treats ana's journey with honesty that is tragically rare in the depiction of young women in film . ,1
7576,"feels like one of those contrived , only-in -hollywood productions where name actors deliver big performances created for the sole purpose of generating oscar talk . ",0
6213,the only time 8 crazy nights comes close to hitting a comedic or satirical target is during the offbeat musical numbers . ,0
7211,it uses the pain and violence of war as background material for color . ,0
9033,can be classified as one of those 'alternate reality' movies . . . except that it would have worked so much better dealing in only one reality . ,0
5502,"it's not nearly as fresh or enjoyable as its predecessor , but there are enough high points to keep this from being a complete waste of time . ",0
7338,"prurient playthings aside , there's little to love about this english trifle . ",0
3586,easily one of the best and most exciting movies of the year . ,1
44,the film makes a strong case for the importance of the musicians in creating the motown sound . ,1
4736,a bodice-ripper for intellectuals . ,1
9427,exhibits the shallow sensationalism characteristic of soap opera . . . more salacious telenovela than serious drama . ,0
2383,"a disoriented but occasionally disarming saga packed with moments out of an alice in wonderland adventure , a stalker thriller , and a condensed season of tv's big brother . ",1
1407,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1
6568,this is a movie where the most notable observation is how long you've been sitting still . ,0
887,the reason this picture works better than its predecessors is that myers is no longer simply spoofing the mini-mod-madness of '60s spy movies . ,1
3780,"the ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations . ",1
6403,scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company . ,0
1526,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1
314,"hu and liu offer natural , matter-of-fact performances that glint with sorrow , longing and love . ",1
9636,"smug , artificial , ill-constructed and fatally overlong . . . it never finds a consistent tone and lacks bite , degenerating into a pious , preachy soap opera . ",0
10447,spy-vs . -spy action flick with antonio banderas and lucy liu never comes together . ,0
8087,"those who managed to avoid the deconstructionist theorizing of french philosopher jacques derrida in college can now take an 85-minute brush-up course with the documentary derrida . or , you can do something fun tonight . ",0
4336,"watching e . t now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision . ",1
3675,"a naturally funny film , home movie makes you crave chris smith's next movie . ",1
5683,"it's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it's well worth a rental . ",0
1064,"there's . . . tremendous energy from the cast , a sense of playfulness and excitement that seems appropriate . ",1
9857,"if you saw benigni's pinocchio at a public park , you'd grab your kids and run and then probably call the police . ",0
8036,the situations and jokes are as predictable and as lowbrow as the endless pratfalls the boys take in their high heels . ,0
3344," "" mr . deeds "" is suitable summer entertainment that offers escapism without requiring a great deal of thought . ",1
6623,"once ice-t sticks his mug in the window of the couple's bmw and begins haranguing the wife in bad stage dialogue , all credibility flies out the window . ",0
1603,nair doesn't treat the issues lightly . she allows each character to confront their problems openly and honestly . ,1
9875,one of the worst movies of the year . ,0
6531, . . . a cinematic disaster so inadvertently sidesplitting it's worth the price of admission for the ridicule factor alone . ,0
9477,overly long and worshipful bio-doc . ,0
10161,it has the requisite faux-urban vibe and hotter-two-years-ago rap and r&b names and references . ,0
6211,"big fat liar is little more than home alone raised to a new , self-deprecating level . ",0
10267,the skills of a calculus major at m . i . t . are required to balance all the formulaic equations in the long-winded heist comedy who is cletis tout ? ,0
2157,"the most brilliant and brutal uk crime film since jack carter went back to newcastle , the first half of gangster no . 1 drips with style and , at times , blood . ",1
1010,it took 19 predecessors to get this ? ,1
6538,"large budget notwithstanding , the movie is such a blip on the year's radar screen that it's tempting just to go with it for the ride . but this time , the old mib label stands for milder isn't better . ",0
8159,i loved looking at this movie . i just didn't care as much for the story . ,0
9143,"just about all of the film is confusing on one level or another , making ararat far more demanding than it needs to be . ",0
9624,"no , i don't know why steven seagal is considered a star , nor why he keeps being cast in action films when none of them are ever any good or make any money . ",0
8241,going to the website may be just as fun ( and scary ) as going to the film . ,0
8773,no amount of nostalgia for carvey's glory days can disguise the fact that the new film is a lame kiddie flick and that carvey's considerable talents are wasted in it . ,0
5691,"to paraphrase a line from another dickens' novel , nicholas nickleby is too much like a fragment of an underdone potato . ",0
5227,"this fascinating look at israel in ferment feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful . ",1
9612,this painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications . . . that have no bearing on the story . ,0
4823,"a dreadful day in irish history is given passionate , if somewhat flawed , treatment . ",1
2995,"the film has an infectious enthusiasm and we're touched by the film's conviction that all life centered on that place , that time and that sport . ",1
10388,"violent , vulgar and forgettably entertaining . ",0
10624,no surprises . ,0
3025,it asks nothing of the audience other than to sit back and enjoy a couple of great actors hamming it up . ,1
4525,"it may not be a huge cut of above the rest , but i enjoyed barbershop . it's a funny little movie with clever dialogue and likeable characters . ",1
7163,"nelson's brutally unsentimental approach . . . sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0
9812,time of favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation . ,0
9648,"an acceptable way to pass a little over an hour with moviegoers ages 8-10 , but it's unlikely to inspire anything more than a visit to mcdonald's , let alone some savvy street activism . ",0
2173,it's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original . ,1
8076,"frustratingly , dridi tells us nothing about el gallo other than what emerges through his music . ",0
9000,"every visual joke is milked , every set-up obvious and lengthy , every punchline predictable . there's no energy . ",0
5020,"jolie gives it that extra little something that makes it worth checking out at theaters , especially if you're in the mood for something more comfortable than challenging . ",1
3505,"an interesting psychological game of cat-and-mouse , three-dimensional characters and believable performances all add up to a satisfying crime drama . ",1
2703,"shiri is an action film that delivers on the promise of excitement , but it also has a strong dramatic and emotional pull that gradually sneaks up on the audience . ",1
8538,"the film is a confusing melange of tones and styles , one moment a romantic trifle and the next a turgid drama . ",0
6258,mindless and boring martial arts and gunplay with too little excitement and zero compelling storyline . ,0
9725,the laughs are as rare as snake foo yung . ,0
763,"de oliveira creates an emotionally rich , poetically plump and visually fulsome , but never showy , film whose bittersweet themes are reinforced and brilliantly personified by michel piccoli . ",1
1541,if this story must be told and retold -- and indeed it must -- then the grey zone is to be lauded for finding a new and ingenious angle . ,1
4162,"leading a double life in an american film only comes to no good , but not here . matters play out realistically if not always fairly . ",1
2243,a gift to anyone who loves both dance and cinema,1
8398,a incompetência de marcus adams como roteirista só é superada por sua péssima direção . ,0
8671,"everything in maid in manhattan is exceedingly pleasant , designed not to offend . it goes down easy , leaving virtually no aftertaste . ",0
3629,"beautiful , angry and sad , with a curious sick poetry , as if the marquis de sade had gone in for pastel landscapes . ",1
4495,"dog soldiers doesn't transcend genre -- it embraces it , energizes it and takes big bloody chomps out of it . ",1
9716,a somewhat disappointing and meandering saga . ,0
2,effective but too-tepid biopic,1
10027,the last three narcissists left on earth compete for each others' affections . ,0
8031,even die-hard fans of japanese animation . . . will find this one a challenge . ,0
4467,"if you thought tom hanks was just an ordinary big-screen star , wait until you've seen him eight stories tall . ",1
6787,seems like something american and european gay movies were doing 20 years ago . ,0
10560,absolutely ( and unintentionally ) terrifying . ,0
3116,"what 'dumb and dumber' would have been without the vulgarity and with an intelligent , life-affirming script . ",1
5566,the most anti-human big studio picture since 3000 miles to graceland . ,0
5936,predecessors the mummy and the mummy returns stand as intellectual masterpieces next to the scorpion king . ,0
2057,much of this slick and sprightly cgi feature is sufficiently funny to amuse even the most resolutely unreligious parents who escort their little ones to megaplex screenings . ,1
10245,"adults will certainly want to spend their time in the theater thinking up grocery lists and ways to tell their kids how not to act like pinocchio . as for children , they won't enjoy the movie at all . ",0
4635,"the film sometimes flags . . . but there is enough secondary action to keep things moving along at a brisk , amusing pace . ",1
1259,"the film's almost unbearable portrait of sadness and grief transcends its specific story to speak to the ways in which need , history and presumption tangle , and sometimes destroy , blood ties . ",1
574,"while not as aggressively impressive as its american counterpart , "" in the bedroom , "" moretti's film makes its own , quieter observations",1
9539,"the film is grossly contradictory in conveying its social message , if indeed there is one . ",0
3766,"the screenplay never lets us forget that bourne was once an amoral assassin just like the ones who are pursuing him . . . there is never really a true "" us "" versus "" them "" . ",1
10083,it's actually too sincere -- the crime movie equivalent of a chick flick . ,0
4599,"a small gem of a movie that defies classification and is as thought-provoking as it is funny , scary and sad . ",1
6500," . . . grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces . ",0
4590,"if you're down for a silly hack-and-slash flick , you can do no wrong with jason x . ",1
2529,"'the film is stark , straightforward and deadly . . . an unnatural calm that's occasionally shaken by . . . blasts of rage , and later , violent jealousy . '",1
9316,"i've seen some bad singer-turned actors , but lil bow wow takes the cake . ",0
8138,the kids often appear to be reading the lines and are incapable of conveying any emotion . ,0
10243,"a relatively effective little potboiler until its absurd , contrived , overblown , and entirely implausible finale . ",0
689,"aside from being the funniest movie of the year , simone , andrew niccol's brilliant anti-hollywood satire , has a wickedly eccentric enchantment to it . ",1
474,maguire is a surprisingly effective peter/spider-man . ,1
6077,"in trying to be daring and original , it comes off as only occasionally satirical and never fresh . ",0
10327,"a determined , ennui-hobbled slog that really doesn't have much to say beyond the news flash that loneliness can make people act weird . ",0
3914,"it all plays out . . . like a high-end john hughes comedy , a kind of elder bueller's time out . ",1
1668,it's a diverting enough hour-and-a-half for the family audience . ,1
9984," . . . a fascinating curiosity piece -- fascinating , that is , for about ten minutes . after that it becomes long and tedious like a classroom play in a college history course . ",0
10439,"the work of an exhausted , desiccated talent who can't get out of his own way . ",0
7758,"the reason we keep seeing the same movie with roughly the same people every year is because so many of us keep going and then , out of embarrassment or stupidity , not warning anyone . ",0
3983,"with a large cast representing a broad cross-section , tavernier's film bounds along with the rat-a-tat energy of "" his girl friday , "" maintaining a light touch while tackling serious themes . ",1
8889,"the characters are interesting and the relationship between yosuke and saeko is worth watching as it develops , but there's not enough to the story to fill two hours . ",0
870,"the story , like life , refuses to be simple , and the result is a compelling slice of awkward emotions . ",1
5471,"the cameo-packed , m : i-2-spoofing title sequence is the funniest 5 minutes to date in this spy comedy franchise . . . then mike myers shows up and ruins everything . ",0
1499,"this film seems thirsty for reflection , itself taking on adolescent qualities . ",1
7366,"for anyone who grew up on disney's 1950 treasure island , or remembers the 1934 victor fleming classic , this one feels like an impostor . ",0
6389,a cautionary tale about the folly of superficiality that is itself endlessly superficial . ,0
8690," "" looking for leonard "" just seems to kinda sit in neutral , hoping for a stiff wind to blow it uphill or something . ",0
5023,it's unlikely we'll see a better thriller this year . ,1
2178,it's no lie -- big fat liar is a real charmer . ,1
2604,"fans of critics' darling band wilco will marvel at the sometimes murky , always brooding look of i am trying to break your heart . ",1
8061,maudlin and melodramatic we expected . boring we didn't . ,0
6593,the nicest thing that can be said about stealing harvard ( which might have been called freddy gets molested by a dog ) is that it's not as obnoxious as tom green's freddie got fingered . ,0
7541, . . . fifty minutes of tedious adolescent melodramatics followed by thirty-five minutes of inflated nonsense . ,0
8763,"both overstuffed and undernourished . . . the film can't be called a solid success , although there's plenty of evidence here to indicate clooney might have better luck next time . ",0
1356,"with tightly organized efficiency , numerous flashbacks and a constant edge of tension , miller's film is one of 2002's involvingly adult surprises . ",1
2963,"smart and fun , but far more witty than it is wise . ",1
9853,"oversexed , at times overwrought comedy/drama that offers little insight into the experience of being forty , female and single . ",0
10352,"it sounds like another clever if pointless excursion into the abyss , and that's more or less how it plays out . ",0
5610,it's like an all-star salute to disney's cheesy commercialism . ,0
8113,"liman , of swingers and go , makes his big-budget action film debut something of a clunker as he delivers a long , low-heat chase , interrupted by a middling car chase . ",0
5880,"eventually arrives at its heart , as simple self-reflection meditation . ",0
5632,"there's the plot , and a maddeningly insistent and repetitive piano score that made me want to scream . ",0
6326,"jones helps breathe some life into the insubstantial plot , but even he is overwhelmed by predictability . ",0
8736,disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances . ,0
8303,"like those to rome , all roads in the banger sisters inevitably lead to a joke about hawn's breasts , which constantly threaten to upstage the woman sporting them . ",0
1577,"some movies blend together as they become distant memories . mention "" solaris "" five years from now and i'm sure those who saw it will have an opinion to share . ",1
7246,"while there's something intrinsically funny about sir anthony hopkins saying 'get in the car , bitch , ' this jerry bruckheimer production has little else to offer",0
8471,this is more a case of 'sacre bleu ! ' than 'magnifique' . ,0
5337,about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time . ,0
9947,some like it hot on the hardwood proves once again that a man in drag is not in and of himself funny . ,0
8176,"this is a great subject for a movie , but hollywood has squandered the opportunity , using it as a prop for warmed-over melodrama and the kind of choreographed mayhem that director john woo has built his career on . ",0
8565,"sandra bullock , despite downplaying her good looks , carries a little too much ain't- she-cute baggage into her lead role as a troubled and determined homicide cop to quite pull off the heavy stuff . ",0
741,"offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works . ",1
6358,"queen of the damned as you might have guessed , makes sorry use of aaliyah in her one and only starring role -- she does little here but point at things that explode into flame . ",0
8662,"the screenplay comes across , rather unintentionally , as hip-hop scooby-doo . ",0
828,davis has filled out his cast with appealing fresh faces . ,1
10012,[a] slummer . ,0
8774,best described as i know what you did last winter . ,0
6040,wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime . ,0
2774,george lucas returns as a visionary with a tale full of nuance and character dimension . ,1
8558,not even steven spielberg has dreamed up such blatant and sickening product placement in a movie . ,0
374,"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days . ",1
4609," "" punch-drunk love "" is a little like a chocolate milk moustache . . . ",1
2273,that old adage about women being unknowable gets an exhilarating new interpretation in morvern callar . ,1
116,"this may not have the dramatic gut-wrenching impact of other holocaust films , but it's a compelling story , mainly because of the way it's told by the people who were there . ",1
7031,not an objectionable or dull film ; it merely lacks everything except good intentions . ,0
10095,snipes relies too much on a scorchingly plotted dramatic scenario for its own good . ,0
2849,"if a horror movie's primary goal is to frighten and disturb , then they works spectacularly well . . . a shiver-inducing , nerve-rattling ride . ",1
4975,a whale of a good time for both children and parents seeking christian-themed fun . ,1
10542,"…the story is far-flung , illogical , and plain stupid . ",0
4579,one of the most slyly exquisite anti-adult movies ever made . ,1
233,denis and co-writer michele petin's impeccable screenplay penetrates with a rawness that that is both unflinching and tantalizing . lead provocatuers testud and parmentier give superlative performances,1
10559,it's a mystery how the movie could be released in this condition . ,0
2933,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off- broadway play . ",1
1084,"while the stoically delivered hokum of hart's war is never fun , it's still a worthy addition to the growing canon of post-saving private ryan tributes to the greatest generation . ",1
3604,features one of the most affecting depictions of a love affair ever committed to film . ,1
52,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors . ,1
1162,"manages to transcend the sex , drugs and show-tunes plot into something far richer . ",1
5655,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying . ",0
4438,"one of the pleasures in walter's documentary . . . is the parade of veteran painters , confounded dealers , and miscellaneous bohos who expound upon the subject's mysterious personality without ever explaining him . ",1
121,"unlike most teen flicks , swimming takes its time to tell its story , casts mostly little-known performers in key roles , and introduces some intriguing ambiguity . ",1
725,the plot is so amusingly contrived and outlandish in its coincidences that no one could ever mistake it for anything resembling reality,1
8811,"well , jason's gone to manhattan and hell , i guess a space station in the year 2455 can be crossed off the list of ideas for the inevitable future sequels ( hey , don't shoot the messenger ) . ",0
4122,"it's consistently funny , in an irresistible junior-high way , and consistently free of any gag that would force you to give it a millisecond of thought . ",1
5510,the skirmishes for power waged among victims and predators settle into an undistinguished rhythm of artificial suspense . ,0
8068,propelled not by characters but by caricatures . ,0
10239,"dull , a road-trip movie that's surprisingly short of both adventure and song . ",0
5216,wonder of wonders -- a teen movie with a humanistic message . ,1
2446,an engrossing portrait of a man whose engaging manner and flamboyant style made him a truly larger-than-life character . ,1
2665,"she's all-powerful , a voice for a pop-cyber culture that feeds on her bjorkness . ",1
1897,raimi and his team couldn't have done any better in bringing the story of spider-man to the big screen . ,1
2007,"while the film is not entirely successful , it still manages to string together enough charming moments to work . ",1
6628,"while glover , the irrepressible eccentric of river's edge , dead man and back to the future , is perfect casting for the role , he represents bartleby's main overall flaw . ",0
6958,"while it's genuinely cool to hear characters talk about early rap records ( sugar hill gang , etc . ) , the constant referencing of hip-hop arcana can alienate even the savviest audiences . ",0
7502,"despite apparent motives to the contrary , it ends up being , like [seinfeld's] revered tv show , about pretty much nothing . ",0
8741,"femme fatale offers nothing more than a bait-and-switch that is beyond playing fair with the audience . are we dealing with dreams , visions or being told what actually happened as if it were the third ending of clue ? ",0
6299,"i was feeling this movie until it veered off too far into the exxon zone , and left me behind at the station looking for a return ticket to realism . ",0
5756,just a collection of this and that -- whatever fills time -- with no unified whole . ,0
4065,"holofcener rejects patent solutions to dramatize life's messiness from inside out , in all its strange quirks . ",1
4131,writer-director juan carlos fresnadillo makes a feature debut that is fully formed and remarkably assured . ,1
10217,"in a 102-minute film , aaliyah gets at most 20 minutes of screen time . . . . most viewers will wish there had been more of the "" queen "" and less of the "" damned . "" ",0
9025,neither revelatory nor truly edgy--merely crassly flamboyant and comedically labored . ,0
7172,"lástima por schwarzenegger , pero es hora de que deje la estafeta a las nuevas generaciones . ",0
6292,a domestic melodrama with weak dialogue and biopic cliches . ,0
9162,"a movie version of a paint-by-numbers picture . we can tell what it is supposed to be , but can't really call it a work of art . ",0
122,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to . ",1
6683, . . . stumbles over every cheap trick in the book trying to make the outrage come even easier . ,0
1067,the film's welcome breeziness and some unbelievably hilarious moments -- most portraying the idiocy of the film industry -- make it mostly worth the trip . ,1
10043,"sorority boys , which is as bad at it is cruel , takes every potential laugh and stiletto-stomps the life out of it . ",0
4348,"over the years , hollywood has crafted a solid formula for successful animated movies , and ice age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor . ",1
8590,as it stands it's an opera movie for the buffs . ,0
1527,it's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . ,1
6162,"it's just too bad the screenwriters eventually shoot themselves in the feet with cop flick cliches like an oily arms dealer , squad car pile-ups and the requisite screaming captain . ",0
3491,"the film belongs to the marvelous verdu , a sexy slip of an earth mother who mourns her tragedies in private and embraces life in public",1
6651,don't let the subtitles fool you ; the movie only proves that hollywood no longer has a monopoly on mindless action . ,0
3059,"hailed as a clever exercise in neo-hitchcockianism , this clever and very satisfying picture is more accurately chabrolian . ",1
9484,"in my own very humble opinion , in praise of love lacks even the most fragmented charms i have found in almost all of his previous works . ",0
10242,"after several scenes of this tacky nonsense , you'll be wistful for the testosterone-charged wizardry of jerry bruckheimer productions , especially because half past dead is like the rock on a wal-mart budget . ",0
4943,a well-rounded tribute to a man whose achievements -- and complexities -- reached far beyond the end zone . ,1
10625,"you have once again entered the bizarre realm where director adrian lyne holds sway , where all relationships are simultaneously broadly metaphorical , oddly abstract , and excruciatingly literal . ",0
5081,steadfastly uncinematic but powerfully dramatic . ,1
7030,"a very long movie , dull in stretches , with entirely too much focus on meal preparation and igloo construction . ",0
5790,"a passable romantic comedy , in need of another couple of passes through the word processor . ",0
9739,"lillard and cardellini earn their scooby snacks , but not anyone else . ",0
392,bullock does a good job here of working against her natural likability . ,1
5116,"despite an overwrought ending , the film works as well as it does because of the performances . ",1
4226,"[fiji diver rusi vulakoro and the married couple howard and michelle hall] show us the world they love and make us love it , too . ",1
1312,seldom has a movie so closely matched the spirit of a man and his work . ,1
7899,"suffers from rambling , repetitive dialogue and the visual drabness endemic to digital video . ",0
7452,this is junk food cinema at its greasiest . ,0
814,"smart science fiction for grown-ups , with only a few false steps along the way . ",1
1295,a subject like this should inspire reaction in its audience ; the pianist does not . ,1
82,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border . ",1
3966,"really is a pan-american movie , with moments of genuine insight into the urban heart . ",1
5959, . . . this isn't even a movie we can enjoy as mild escapism ; it is one in which fear and frustration are provoked to intolerable levels . ,0
6640,"one problem with the movie , directed by joel schumacher , is that it jams too many prefabricated story elements into the running time . ",0
2125,adaptation's success in engaging the audience in the travails of creating a screenplay is extraordinary . ,1
4952,a joyous occasion,1
7537,"the filmmakers juggle and juxtapose three story lines but fail to come up with one cogent point , unless it's that life stinks , especially for sensitive married women who really love other women . ",0
7499,"director ferzan ozpetek creates an interesting dynamic with the members of this group , who live in the same apartment building . but he loses his focus when he concentrates on any single person . ",0
3497,"not as well-written as sexy beast , not as gloriously flippant as lock , stock and two smoking barrels , but stylish and moody and exceptionally well-acted . ",1
735,"so young , so smart , such talent , such a wise * * * . ",1
3712,"sure , it's contrived and predictable , but its performances are so well tuned that the film comes off winningly , even though it's never as solid as you want it to be . ",1
7164,"weaves a spell over you , with its disturbingly close-up look at damaged psyches and its subtle undercurrents of danger . but its awkward structure keeps breaking the spell . ",0
6018,lawrence should stick to his day job . he's a better actor than a standup comedian . ,0
10392,"blue crush has all the trappings of an energetic , extreme-sports adventure , but ends up more of a creaky "" pretty woman "" retread , with the emphasis on self-empowering schmaltz and big-wave surfing that gives pic its title an afterthought . ",0
5531,"there's undeniable enjoyment to be had from films crammed with movie references , but the fun wears thin -- then out -- when there's nothing else happening . ",0
8976,"wimps out by going for that pg-13 rating , so the more graphic violence is mostly off-screen and the sexuality is muted . ",0
9367,"it's hard to quibble with a flick boasting this many genuine cackles , but notorious c . h . o . still feels like a promising work-in-progress . ",0
904,invincible is a wonderful movie . ,1
3015,"with spy kids 2 : the island of lost dreams , however , robert rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking . ",1
1771,"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . ",1
8229,"however clever nelson has been in providing variation within the confines of her structure and staging , the question remains whether this should , indeed , have been presented as a theatrical release . ",0
772,"works because , for the most part , it avoids the stupid cliches and formulaic potholes that befall its brethren . ",1
193,"this insightful , oscar-nominated documentary , in which children on both sides of the ever-escalating conflict have their say away from watchful parental eyes , gives peace yet another chance . ",1
8104,"will only satisfy those who can't tell the difference between the good , the bad and the ugly . ",0
6685,"kung pow is oedekerk's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that . ",0
7440," . . . with the candy-like taste of it fading faster than 25-cent bubble gum , i realized this is a throwaway movie that won't stand the test of time . it's a trifle . ",0
10084,most of the film feels conceived and shot on the fly -- like between lunch breaks for shearer's radio show and his simpson voice-overs . ,0
8446,"will undoubtedly play well in european markets , where mr . besson is a brand name , and in asia , where ms . shu is an institution , but american audiences will probably find it familiar and insufficiently cathartic . ",0
3960,devos delivers a perfect performance that captures the innocence and budding demons within a wallflower . ,1
9740,"like schindler's list , the grey zone attempts to be grandiloquent , but ends up merely pretentious -- in a grisly sort of way . ",0
3243,[a] rare movie that makes us re-assess the basis for our lives and evaluate what is truly ours in a world of meaningless activity . ,1
10646,the attempt to build up a pressure cooker of horrified awe emerges from the simple fact that the movie has virtually nothing to show . ,0
5837,the only thing that distinguishes a randall wallace film from any other is the fact that there is nothing distinguishing in a randall wallace film . ,0
9280,"wallace gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste . ",0
1857,"the filmmakers want nothing else than to show us a good time , and in their cheap , b movie way , they succeed . ",1
1404,lovely and poignant . puts a human face on a land most westerners are unfamiliar with . ,1
8624,"like showgirls and glitter , the most entertaining moments here are unintentional . ",0
3572,simply and eloquently articulates the tangled feelings of particular new yorkers deeply touched by an unprecedented tragedy . ,1
7766,"one minute , you think you're watching a serious actioner ; the next , it's as though clips from the pink panther strikes again and/or sailor moon have been spliced in . ",0
9804," "" abandon "" will leave you wanting to abandon the theater . ",0
4718,"with an admirably dark first script by brent hanley , paxton , making his directorial feature debut , does strong , measured work . ",1
407,"dark and disturbing , but also surprisingly funny . ",1
6310,"an admitted egomaniac , evans is no hollywood villain , and yet this grating showcase almost makes you wish he'd gone the way of don simpson . ",0
6554,"as the sulking , moody male hustler in the title role , [franco] has all of dean's mannerisms and self-indulgence , but none of his sweetness and vulnerability . ",0
793,"you might not want to hang out with samantha , but you'll probably see a bit of yourself in her unfinished story . ",1
2295,"the mood , look and tone of the film fit the incredible storyline to a t . ",1
4041,this is one of the outstanding thrillers of recent years . ,1
9971,"essentially "" fatal attraction "" remade for viewers who were in diapers when the original was released in 1987 . . . . this story gets sillier , not scarier , as it goes along . . . ",0
1884,"hollywood ending is not show-stoppingly hilarious , but scathingly witty nonetheless . ",1
300,"morton is , as usual , brilliant . ",1
732,"the hours makes you examine your own life in much the same way its characters do , and the experience is profound . the hours is what movies are supposed to be . . . ",1
9395,"the most horrific movie experience i've had since "" can't stop the music . "" it may as well be called "" jar-jar binks : the movie . "" it's that painful . ",0
10214,"ninety minutes of viva castro ! can be as tiresome as 9 seconds of jesse helms' anti- castro rhetoric , which are included",0
6147,"mr . deeds is not really a film as much as it is a loose collection of not-so-funny gags , scattered moments of lazy humor . ",0
2204,the komediant is a tale worth catching . ,1
5875,"the images are usually abbreviated in favor of mushy obviousness and telegraphed pathos , particularly where whitaker's misfit artist is concerned . ",0
1562,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . ,1
7306,a solid film . . . but more conscientious than it is truly stirring . ,0
3062,the viewer takes great pleasure in watching the resourceful molly stay a step ahead of her pursuers . ,1
9796,"loud , silly , stupid and pointless . ",0
7577,obstacles are too easily overcome and there isn't much in the way of character development in the script . ,0
6994,a hamfisted romantic comedy that makes our girl the hapless facilitator of an extended cheap shot across the mason-dixon line . ,0
6029,"at best , cletis tout might inspire a trip to the video store -- in search of a better movie experience . ",0
10035,"this is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least . ",0
8611,"much like robin williams , death to smoochy has already reached its expiration date . ",0
9456,may offend viewers not amused by the sick sense of humor . ,0
1828," ( caine ) proves once again he hasn't lost his touch , bringing off a superb performance in an admittedly middling film . ",1
1696,"as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should . ",1
1920,"definitely funny stuff , but it's more of the 'laughing at' variety than the 'laughing with . '",1
